Accordo;Nota;Prob
A4,G4,F3,E3;D5;1.0
C5,F#4,F#3,A2;B4;1.0
C#5,G#4,B3,E3;A4;0.5
C#5,G#4,B3,E3;D5;0.5
E5,G4,A3,G3;E5;0.5
E5,G4,A3,G3;D5;0.5
Void,G#4,D4,E3;Void;1.0
C5,B-4,B3,B-2;D5;1.0
Void,G4,G#3,F#3;Void;1.0
G4,E4,E3,E3;A4;1.0
F#5,A#4,E4,B2;E5;1.0
D5,E-4,A-3,F3;D5;1.0
C5,B4,D#4,F#3;B4;1.0
A4,G#4,Void,E3;Void;1.0
C5,D4,F#3,E3;B4;1.0
Void,C4,B-3,F2;Void;1.0
G4,G#4,D4,A3;A4;1.0
D4,D4,B3,B2;E4;1.0
E5,F#4,E4,G3;F#5;1.0
F#4,F#4,C#4,F#2;Rest;1.0
Void,B3,A3,G3;Void;1.0
Void,E4,C4,Rest;Void;1.0
E5,F#4,C#4,A#3;D#5;1.0
B4,G4,G3,D3;A4;0.3333333333333333
B4,G4,G3,D3;C5;0.6666666666666666
Void,E4,C#4,F#3;Void;1.0
F#4,C#4,B3,G3;E4;0.5
F#4,C#4,B3,G3;F#4;0.5
E-5,G4,E-4,G3;D5;1.0
B4,A#4,F#4,A3;C#5;1.0
Void,Void,A3,G3;Void;1.0
Void,E-4,D4,B2;Void;1.0
F5,G4,E-4,C4;E-5;1.0
G4,E4,G3,F3;C5;0.2
G4,E4,G3,F3;F4;0.2
G4,E4,G3,F3;A4;0.4
G4,E4,G3,F3;E4;0.2
B4,C#4,Rest,D3;C#5;1.0
B4,G#4,E4,D3;C#5;0.125
B4,G#4,E4,D3;A4;0.375
B4,G#4,E4,D3;C5;0.25
B4,G#4,E4,D3;G4;0.125
B4,G#4,E4,D3;B4;0.125
G4,F4,G4,G2;A4;1.0
F#5,A4,E4,A3;F#5;1.0
D5,Void,C4,D3;F5;1.0
C5,G#4,A3,E3;B4;1.0
E5,G4,B-3,C#3;D5;1.0
Void,G#4,C#4,Void;Void;1.0
C#5,A#4,E4,D4;B4;1.0
D#5,G#4,F#3,D#3;C#5;1.0
F4,F#4,E4,C#3;E4;1.0
B4,C#4,A3,B-3;C5;1.0
Void,Void,A#3,D3;Void;1.0
B-4,A4,E-4,F#3;A4;1.0
D5,G#4,E4,E3;E5;0.5
D5,G#4,E4,E3;C#5;0.5
B4,D4,G3,A2;C#5;0.5
B4,D4,G3,A2;B4;0.5
A#4,G4,E4,F#3;B4;1.0
G4,B-3,G3,B-2;G4;1.0
C#5,G4,E4,A3;D5;1.0
B-4,E-4,A3,G2;A4;1.0
E-5,F4,A3,F3;C5;0.5
E-5,F4,A3,F3;D5;0.5
A#4,D4,B3,E3;B4;1.0
B4,F4,D4,G2;D5;1.0
F4,F4,G3,G3;F4;1.0
E5,B4,A3,A2;E5;1.0
D5,G#4,E4,F#3;E5;0.6666666666666666
D5,G#4,E4,F#3;C#5;0.3333333333333333
G4,A4,B3,A3;A4;1.0
G4,E4,G3,D3;A4;0.16666666666666666
G4,E4,G3,D3;C5;0.3333333333333333
G4,E4,G3,D3;F#4;0.3333333333333333
G4,E4,G3,D3;F4;0.16666666666666666
D5,E4,C4,B-2;C5;1.0
B4,D#4,B3,F#3;B4;1.0
C#5,E4,F#3,C#3;B4;1.0
B4,B4,C#4,A#2;Void;1.0
A4,F#4,B3,C#3;G#4;0.25
A4,F#4,B3,C#3;B4;0.5
A4,F#4,B3,C#3;C#5;0.25
B-4,B-3,A-3,A-3;C5;1.0
E-4,E-4,B-3,D3;F4;1.0
A4,D4,F#3,C3;G4;1.0
D5,D#4,B3,E#3;D5;1.0
F5,G4,G4,F3;E-5;1.0
Rest,F#4,Rest,C3;G4;1.0
D5,G4,E4,F#3;B4;0.3333333333333333
D5,G4,E4,F#3;C#5;0.3333333333333333
D5,G4,E4,F#3;D5;0.3333333333333333
B4,G4,B3,G3;A4;0.6
B4,G4,B3,G3;C5;0.2
B4,G4,B3,G3;C#5;0.2
E4,F#4,B3,B2;E4;0.5
E4,F#4,B3,B2;D4;0.5
D5,F4,D4,Rest;C5;1.0
B-4,F4,A3,F2;A4;0.5
B-4,F4,A3,F2;D5;0.5
B4,F4,D4,Rest;A4;1.0
C5,B3,B3,B2;D5;1.0
F5,A4,A3,G#2;E5;1.0
G#4,A4,Rest,B2;A4;1.0
E-5,G4,B-3,A3;F5;1.0
Void,Void,G4,E3;Void;1.0
F4,C#4,A3,B2;E4;1.0
C5,G#4,D4,B2;B4;0.5
C5,G#4,D4,B2;D5;0.5
G4,E4,G#3,D3;F4;0.5
G4,E4,G#3,D3;D4;0.5
E-4,C4,A-3,C3;F4;1.0
A-4,C4,A-3,E-3;B-4;1.0
G4,C4,B-3,F3;F4;1.0
D5,F#4,A4,D3;D5;1.0
E4,C#4,A3,E3;F4;1.0
Void,E4,D4,A#3;Void;1.0
G4,D4,B-3,C#3;G4;1.0
B-4,E4,G3,D3;A4;1.0
E4,E4,G3,E3;D4;0.42857142857142855
E4,E4,G3,E3;C5;0.14285714285714285
E4,E4,G3,E3;E4;0.2857142857142857
E4,E4,G3,E3;B4;0.14285714285714285
B4,A4,A3,D3;C#5;0.2
B4,A4,A3,D3;B4;0.2
B4,A4,A3,D3;C5;0.2
B4,A4,A3,D3;A4;0.4
D5,B-4,B-3,B-3;C5;1.0
Void,D4,G3,B-2;Void;1.0
G4,E4,D4,G3;A4;1.0
G4,Rest,A-3,E-3;A-4;1.0
Void,A4,D4,Void;Void;1.0
A4,A4,C#4,A2;G#4;1.0
C5,A-4,D-4,E3;B-4;1.0
C5,E4,E4,E3;B4;0.42857142857142855
C5,E4,E4,E3;D5;0.42857142857142855
C5,E4,E4,E3;B-4;0.14285714285714285
Void,C4,B3,A3;Void;1.0
Void,Void,C#4,B2;Void;1.0
F5,C5,A-3,D-3;E-5;1.0
B4,B4,F#3,A2;C#5;1.0
Void,G3,D3,Void;Void;1.0
Void,C4,G3,F3;Void;1.0
D5,E-4,G3,C3;D5;1.0
F#4,D4,G3,F#3;E4;1.0
B4,C#5,G4,E3;A4;1.0
D5,D4,E4,A3;E5;1.0
F5,F4,D-4,B-3;E-5;1.0
C5,F4,A3,F3;C5;0.4
C5,F4,A3,F3;D5;0.3
C5,F4,A3,F3;G4;0.1
C5,F4,A3,F3;B-4;0.2
A4,A3,D4,D3;A4;1.0
B4,F4,G#3,F3;A4;1.0
F4,A4,F4,A3;Rest;0.5
F4,A4,F4,A3;B-4;0.5
C5,E4,B-3,A2;D5;1.0
Rest,E4,F3,A2;G4;1.0
B-4,C4,C4,C3;C5;1.0
A4,F#4,C#4,F#3;G#4;0.2222222222222222
A4,F#4,C#4,F#3;B4;0.2222222222222222
A4,F#4,C#4,F#3;A4;0.1111111111111111
A4,F#4,C#4,F#3;G4;0.2222222222222222
A4,F#4,C#4,F#3;C#5;0.1111111111111111
A4,F#4,C#4,F#3;D5;0.1111111111111111
C5,A4,B3,G3;B4;1.0
D5,A4,G3,E3;C5;0.5
D5,A4,G3,E3;D5;0.5
Void,E4,G3,Void;Void;1.0
Void,E4,F#3,F#2;Void;1.0
B4,G#4,B3,F3;A4;1.0
B4,E4,C#4,F#3;A4;0.5
B4,E4,C#4,F#3;C#5;0.5
B-4,G4,C4,B-2;A4;1.0
E5,A4,C4,C4;D5;1.0
B-4,F4,F3,D3;A4;0.5
B-4,F4,F3,D3;B-4;0.5
A4,F#4,C#4,D2;G4;1.0
D5,B4,B3,D3;C#5;1.0
Void,F4,C4,F2;Void;1.0
D5,F4,E-4,F#3;B-4;1.0
G4,A4,D4,E3;D5;1.0
Void,F4,B-3,B-3;Void;1.0
B4,G4,C4,E-2;C5;1.0
Void,F4,A3,A2;Void;1.0
Void,Void,Void,C#3;Void;0.8461538461538461
Void,Void,Void,C#3;D3;0.10256410256410256
Void,Void,Void,C#3;B2;0.05128205128205128
Void,F4,F3,C4;Void;1.0
D-5,F4,C4,A3;B-4;1.0
A4,A4,C#4,D3;A4;0.5
A4,A4,C#4,D3;C#5;0.5
C5,G4,E4,C3;A4;0.18181818181818182
C5,G4,E4,C3;B4;0.45454545454545453
C5,G4,E4,C3;B-4;0.09090909090909091
C5,G4,E4,C3;D5;0.18181818181818182
C5,G4,E4,C3;C5;0.09090909090909091
C#5,F#4,A#3,A3;B4;1.0
E5,G4,F4,G3;C5;1.0
F4,D4,F3,A2;G4;1.0
F#4,C#4,C4,B2;G4;1.0
C5,D4,C4,A3;B4;0.5
C5,D4,C4,A3;B-4;0.5
Void,C#4,A3,A2;Void;1.0
D5,A4,D4,F3;B4;0.25
D5,A4,D4,F3;E5;0.5
D5,A4,D4,F3;C5;0.25
C#5,Rest,C#4,F#3;B4;1.0
C5,F4,D-4,A-3;C5;1.0
A4,A4,F4,E-3;B-4;1.0
G4,F#4,A#3,F#3;F#4;1.0
Rest,B-3,G3,D3;G4;1.0
G4,F#4,A3,D#3;F#4;1.0
C#5,C#4,A3,B3;C#5;1.0
F4,G4,C4,G2;E-4;1.0
G4,A4,A3,D3;A4;1.0
D5,A-4,C4,F3;C5;0.6666666666666666
D5,A-4,C4,F3;D5;0.3333333333333333
F4,C4,C4,E3;G4;1.0
E5,B3,E4,G#3;B4;1.0
C#5,E4,D4,B2;D5;1.0
G4,D4,D4,D3;F#4;0.3333333333333333
G4,D4,D4,D3;F4;0.16666666666666666
G4,D4,D4,D3;C5;0.3333333333333333
G4,D4,D4,D3;A4;0.16666666666666666
E5,C4,C4,C3;E5;1.0
F#4,F#4,C#4,E3;C#5;0.25
F#4,F#4,C#4,E3;G4;0.25
F#4,F#4,C#4,E3;E4;0.25
F#4,F#4,C#4,E3;F#4;0.25
G4,A3,A3,D3;F4;0.5
G4,A3,A3,D3;C5;0.5
F5,F4,D4,B-2;D5;1.0
F#5,E4,G3,F#3;E5;1.0
D5,B-3,D4,G3;C5;1.0
A4,E4,F#3,A2;G4;1.0
E5,A#4,B3,F#3;B4;1.0
E4,G4,B3,A2;F4;1.0
A4,A4,E4,G3;Void;0.5
A4,A4,E4,G3;A4;0.5
B-4,A4,C4,G2;A4;1.0
G4,F4,D-4,B-2;F4;1.0
D5,F#4,C4,G3;D5;1.0
A4,F#4,E4,E3;B4;0.4
A4,F#4,E4,E3;G#4;0.2
A4,F#4,E4,E3;A4;0.2
A4,F#4,E4,E3;D5;0.2
G4,E4,C4,F2;A4;1.0
E5,A4,A3,A3;D5;0.75
E5,A4,A3,A3;E5;0.25
F5,E-4,F4,D3;C5;0.5
F5,E-4,F4,D3;E-5;0.5
G4,E4,F#4,G3;G4;1.0
D5,D#4,C4,F#3;E5;1.0
B4,F#4,C#4,C#3;A4;0.6
B4,F#4,C#4,C#3;G4;0.2
B4,F#4,C#4,C#3;B4;0.2
G#4,A4,C#4,A3;A4;1.0
Void,G4,D4,B-2;Void;1.0
Rest,D4,D4,F3;F4;1.0
D5,F#4,E4,A3;C#5;0.6666666666666666
D5,F#4,E4,A3;A4;0.3333333333333333
B-4,G4,E3,G3;A4;1.0
E-5,C5,G4,B2;E-5;1.0
D5,B4,C4,F#3;C5;1.0
B-4,E-4,B-3,F3;C5;0.25
B-4,E-4,B-3,F3;B-4;0.25
B-4,E-4,B-3,F3;A-4;0.25
B-4,E-4,B-3,F3;A4;0.25
Void,A4,A3,G2;Void;1.0
A4,C4,F#3,C3;G4;1.0
F#4,A4,B3,E3;E4;1.0
F#5,A4,D4,B3;F#5;1.0
B-4,B-4,D4,E-3;C5;1.0
E5,F4,D4,A2;F5;1.0
C5,F#4,F4,B2;C5;1.0
A4,G#4,F#4,A2;B4;1.0
G4,F4,D4,C3;A4;1.0
G4,F#4,D4,C3;F#4;0.3333333333333333
G4,F#4,D4,C3;A4;0.3333333333333333
G4,F#4,D4,C3;E4;0.3333333333333333
C#5,G#4,C#4,E#3;D5;0.5
C#5,G#4,C#4,E#3;A4;0.5
C#5,G#4,F#4,E3;B4;1.0
G4,D4,E-4,B-2;B-4;1.0
Void,E4,B-3,F3;Void;1.0
D4,C4,A3,A2;G4;1.0
B4,G#4,A#3,E3;C#5;0.5
B4,G#4,A#3,E3;B4;0.5
B-4,D4,F3,E-3;A-4;1.0
Void,F#4,E3,A2;Void;1.0
D5,B-4,C4,G3;D5;1.0
E-4,C4,C4,C3;G4;1.0
C4,D4,G3,G2;Void;1.0
F#4,F#4,C#4,B3;G#4;1.0
B4,E4,F#3,E3;A4;1.0
A4,D4,E3,C3;G#4;0.5
A4,D4,E3,C3;G4;0.5
B4,E4,F#4,E3;C#5;1.0
G4,F4,B-3,F2;G4;0.5
G4,F4,B-3,F2;F4;0.5
C5,C5,F4,F3;B-4;1.0
F#4,E4,G#3,G#3;G#4;1.0
D5,A-4,C4,A-3;C5;1.0
D5,D4,G3,F#3;D5;1.0
E5,E4,G#3,C#4;C#5;1.0
B4,C#5,C#4,B3;E5;1.0
F#4,D#4,A3,A2;E4;1.0
B4,A4,B3,G#3;A4;0.3333333333333333
B4,A4,B3,G#3;B4;0.3333333333333333
B4,A4,B3,G#3;C5;0.3333333333333333
F5,B-4,G4,F3;F5;1.0
E-5,F4,G4,B-3;D5;1.0
G4,Rest,B3,E3;A4;1.0
B4,G4,A3,B3;A4;1.0
B-4,F4,B3,G3;A4;1.0
F5,G4,A3,C3;E-5;1.0
D#5,E4,E4,G#3;C#5;1.0
Void,Void,B3,A2;Void;1.0
Void,G#4,B3,D3;Void;1.0
G4,D#4,A3,B3;F#4;1.0
D#5,F#4,E4,C#3;E5;1.0
Void,B4,C#4,D4;Void;1.0
B4,B4,F#4,A2;C#5;1.0
F#4,D#4,A3,F#3;G#4;1.0
A4,F#4,F#3,A2;B4;1.0
B4,B3,D4,D3;A4;1.0
Void,B4,D4,B2;Void;1.0
C5,E4,C4,A3;B4;0.2857142857142857
C5,E4,C4,A3;G4;0.14285714285714285
C5,E4,C4,A3;C5;0.42857142857142855
C5,E4,C4,A3;D5;0.14285714285714285
A4,E4,A3,B-2;G4;1.0
B4,A4,D4,G3;A4;0.3333333333333333
B4,A4,D4,G3;C5;0.5
B4,A4,D4,G3;C#5;0.16666666666666666
E-5,A-4,E-4,D-3;D-5;1.0
Void,A3,B-3,F#3;Void;1.0
Void,D4,E3,A3;Void;1.0
F4,C#4,A3,D3;G4;0.75
F4,C#4,A3,D3;E4;0.25
A4,C4,F3,C3;A4;0.5
A4,C4,F3,C3;C5;0.5
E4,F#4,D#4,Rest;B4;1.0
Void,G4,F#3,Void;Void;1.0
D4,D4,A3,A2;Rest;0.25
D4,D4,A3,A2;A4;0.25
D4,D4,A3,A2;E4;0.5
B4,A4,C#4,A3;C#5;1.0
A4,C5,F4,F3;B-4;1.0
Void,E4,G3,C3;Void;1.0
F4,E-4,A-3,F3;E-4;1.0
Void,D4,C4,E-3;Void;1.0
B4,D4,B3,F#3;C#5;0.2
B4,D4,B3,F#3;A#4;0.4
B4,D4,B3,F#3;A4;0.4
B4,A4,B3,F#3;A4;0.5
B4,A4,B3,F#3;C#5;0.5
A-4,Void,F4,D-3;B-4;1.0
B4,D4,C4,G2;C5;0.75
B4,D4,C4,G2;A4;0.25
F4,C#4,B3,B2;G4;1.0
Void,G4,E4,B2;Void;1.0
G4,A3,E3,A2;F4;1.0
E-4,F4,C4,G2;Void;1.0
C5,B-4,A3,C3;D5;0.5
C5,B-4,A3,C3;C5;0.5
Rest,A3,Rest,A2;A4;1.0
Void,G4,D4,F3;Void;1.0
E5,D4,B3,D3;D5;1.0
B4,E4,D4,A3;B4;0.2
B4,E4,D4,A3;E5;0.2
B4,E4,D4,A3;C5;0.6
Void,Void,F4,E2;Void;1.0
F#4,A4,D4,A3;G#4;1.0
Void,F4,B3,C3;Void;1.0
D5,F4,C4,A2;D5;0.25
D5,F4,C4,A2;E-5;0.25
D5,F4,C4,A2;C5;0.25
D5,F4,C4,A2;E5;0.25
D5,E4,C4,D3;D5;0.5
D5,E4,C4,D3;E5;0.5
Void,D4,C4,D2;Void;1.0
E4,B3,G#3,D#3;B4;1.0
Void,A4,D4,F2;Void;1.0
Void,C4,G3,C3;Void;1.0
A4,A3,A3,A2;B4;1.0
B4,A4,F#4,C4;B4;1.0
E4,E4,C4,C3;F4;0.4
E4,E4,C4,C3;D4;0.4
E4,E4,C4,C3;A4;0.2
Void,G4,A-3,D-3;Void;1.0
A4,B3,G3,B2;F4;0.3333333333333333
A4,B3,G3,B2;B4;0.6666666666666666
D4,G4,G3,D3;D4;1.0
E4,B3,G#3,D3;A4;1.0
Void,F#4,F4,D3;Void;1.0
D4,C4,G#3,E3;C4;1.0
A4,G4,C#4,F#3;B4;1.0
D4,A3,F3,E3;C4;1.0
B-4,C#4,G3,F#3;A4;1.0
F5,A4,C4,G3;F5;0.5
F5,A4,C4,G3;D5;0.5
F5,G4,G3,E-3;G5;1.0
D5,A-4,D4,F3;D5;1.0
B-4,D4,E4,D3;A4;1.0
B4,C4,B3,B2;A4;1.0
D5,B4,E4,F#2;C#5;1.0
C5,E-4,B-3,B-2;F5;0.3333333333333333
C5,E-4,B-3,B-2;B-4;0.3333333333333333
C5,E-4,B-3,B-2;C5;0.3333333333333333
Void,E4,B-3,E3;Void;1.0
Void,D4,B3,G3;Void;1.0
D4,G4,A3,D3;Void;0.5
D4,G4,A3,D3;D5;0.5
Void,B-3,B3,E3;Void;1.0
Rest,B4,E4,E3;E5;1.0
G4,B3,D4,E3;F4;1.0
Void,E4,E3,B2;Void;1.0
C5,G4,D4,A3;D5;0.3333333333333333
C5,G4,D4,A3;A4;0.16666666666666666
C5,G4,D4,A3;B4;0.3333333333333333
C5,G4,D4,A3;B-4;0.16666666666666666
B4,E4,B3,G2;G4;1.0
F4,E4,F3,C3;E4;0.3333333333333333
F4,E4,F3,C3;F4;0.3333333333333333
F4,E4,F3,C3;D4;0.3333333333333333
E4,D4,G3,D2;F4;1.0
C5,F#4,B-3,C3;C5;1.0
B4,Rest,G4,B3;C#5;1.0
B-4,G4,A3,D4;A4;1.0
B-4,G4,E-4,Rest;C5;1.0
F5,Void,B-3,G2;E-5;1.0
D#5,A4,B3,B2;E5;1.0
Void,Rest,Void,D3;Void;1.0
G4,G4,D4,C3;A4;0.4
G4,G4,D4,C3;C5;0.4
G4,G4,D4,C3;Void;0.2
E4,F#4,C4,G2;D4;1.0
E4,G4,E3,A2;F#4;1.0
D5,C4,F4,B-2;D5;1.0
E-5,E4,B-3,G3;D5;1.0
E-5,G4,C4,F3;F5;0.3333333333333333
E-5,G4,C4,F3;D5;0.3333333333333333
E-5,G4,C4,F3;C5;0.3333333333333333
D5,G4,D4,F3;D5;0.25
D5,G4,D4,F3;E-5;0.25
D5,G4,D4,F3;C5;0.25
D5,G4,D4,F3;E5;0.25
E5,F#4,C#4,A3;D5;1.0
C5,C4,G3,B2;B4;1.0
B4,E#4,C#4,G#2;A4;1.0
G4,C4,A3,G3;A4;0.6666666666666666
G4,C4,A3,G3;F4;0.3333333333333333
Void,G4,B-3,G2;Void;1.0
Void,B3,G3,C#3;Void;1.0
E-5,D4,B-3,F3;B-4;1.0
E5,E4,A3,B3;E5;1.0
A4,D4,E4,D3;A4;1.0
G4,G3,E-3,C4;G4;1.0
F#4,C#4,F#3,F#3;C#5;1.0
Void,D4,G3,D2;Void;1.0
E5,G4,F4,C4;D5;1.0
F5,F4,C4,A3;D5;0.75
F5,F4,C4,A3;C5;0.25
E4,D#4,D4,E3;A4;1.0
Void,G4,D4,C4;Void;1.0
D5,A4,D4,C#3;C#5;1.0
C#5,F#4,B3,D#3;D5;1.0
Void,F#4,B-3,E3;Void;1.0
Void,D#4,F#3,D3;Void;1.0
E5,A#4,B3,G2;C#5;1.0
Void,G#4,A3,E3;Void;1.0
G4,D4,A3,F2;A4;1.0
B-4,F4,A3,A-3;B4;1.0
A4,B-4,C#4,C4;D5;1.0
Void,Void,E3,E3;Void;1.0
Void,G4,A3,B2;Void;1.0
B-4,G4,B-3,A3;G5;0.5
B-4,G4,B-3,A3;B-4;0.5
G5,A-4,C4,C3;F5;1.0
A4,C4,G#3,E3;D5;1.0
F4,F4,C4,A3;B-4;1.0
Void,C5,D4,E3;Void;1.0
D5,G4,Rest,A3;D5;1.0
Void,G4,C#4,G3;Void;1.0
E4,D4,A3,F2;E4;0.5
E4,D4,A3,F2;D4;0.5
D4,G4,C4,C3;E-4;1.0
G4,G4,D4,B2;E4;0.3333333333333333
G4,G4,D4,B2;D4;0.3333333333333333
G4,G4,D4,B2;F#4;0.3333333333333333
E4,E4,B-3,D3;D4;1.0
D5,G#4,E4,B2;C5;0.5
D5,G#4,E4,B2;C#5;0.5
C5,F4,C4,E-3;D-5;0.16666666666666666
C5,F4,C4,E-3;C5;0.16666666666666666
C5,F4,C4,E-3;D5;0.16666666666666666
C5,F4,C4,E-3;B-4;0.16666666666666666
C5,F4,C4,E-3;B4;0.16666666666666666
C5,F4,C4,E-3;A4;0.16666666666666666
C5,E4,E4,F2;B4;1.0
E-5,F#4,D4,D3;F5;1.0
B4,B4,F#3,B2;Void;1.0
G4,F4,C4,B-3;F4;0.6666666666666666
G4,F4,C4,B-3;A4;0.3333333333333333
B-4,C4,F4,C3;A4;1.0
B-4,D4,B-3,F2;C5;1.0
B-4,G4,E-4,F#2;A4;1.0
D5,A4,C#4,F#3;C#5;0.8333333333333334
D5,A4,C#4,F#3;G5;0.16666666666666666
Void,Void,F#4,E3;Void;1.0
B-4,G4,G3,D3;A-4;1.0
D5,G4,D4,G2;C5;0.5
D5,G4,D4,G2;D5;0.5
B-4,G4,A3,E3;C5;1.0
C#5,D4,C#4,G3;D5;1.0
Void,E4,Void,C3;Void;1.0
Void,G4,F3,A-2;Void;1.0
G4,G#4,E4,B3;F#4;1.0
F#4,F#4,D4,D3;G4;0.4
F#4,F#4,D4,D3;E4;0.4
F#4,F#4,D4,D3;B4;0.2
B4,E4,G3,G#3;A4;1.0
B4,E4,A#3,E3;C#5;0.5
B4,E4,A#3,E3;E5;0.5
D5,F#4,C#4,C#4;E5;1.0
D5,A4,E4,G#3;B4;0.2
D5,A4,E4,G#3;C5;0.6
D5,A4,E4,G#3;C#5;0.2
G4,F4,B-3,F3;A4;0.6666666666666666
G4,F4,B-3,F3;F4;0.16666666666666666
G4,F4,B-3,F3;Void;0.16666666666666666
Void,Void,E4,F#2;Void;1.0
D#5,A4,B3,F#3;E5;1.0
B4,E4,E4,B2;A4;0.3333333333333333
B4,E4,E4,B2;E5;0.3333333333333333
B4,E4,E4,B2;C5;0.3333333333333333
A4,A4,E4,B-3;F4;1.0
B-4,F#4,G3,B-3;A4;1.0
D5,B-4,D4,E-3;E-5;1.0
Void,G4,A3,F2;Void;1.0
D5,A4,F4,C4;E5;1.0
A4,A-4,E-4,D3;C5;1.0
D5,D#4,A3,E3;D5;1.0
A4,F4,D4,A3;B-4;0.3333333333333333
A4,F4,D4,A3;G4;0.3333333333333333
A4,F4,D4,A3;A4;0.3333333333333333
Void,D4,A3,Void;Void;1.0
G4,F4,F#3,E3;D5;1.0
B4,D4,F#4,G3;A4;1.0
Void,D#4,E3,G2;Void;1.0
E5,F#4,D#4,D#3;D#5;1.0
D5,E4,B3,F#3;C#5;0.5
D5,E4,B3,F#3;A4;0.25
D5,E4,B3,F#3;E5;0.25
Void,F#4,C4,F2;Void;1.0
Void,Void,Void,D#3;Void;1.0
B-4,B-3,D4,G3;A4;1.0
E5,G#4,E4,G#3;D5;1.0
F5,G4,D4,F3;E-5;1.0
Void,A3,Void,Void;Void;0.6
Void,A3,Void,Void;B3;0.4
C5,G#4,E4,F3;B4;0.5
C5,G#4,E4,F3;D5;0.5
F#5,B4,E4,C#4;E5;1.0
A4,F4,E3,D3;B-4;0.5
A4,F4,E3,D3;G4;0.5
F#4,C#4,C#4,F#3;A4;0.5
F#4,C#4,C#4,F#3;E4;0.5
Void,G#4,E4,Void;Void;1.0
C5,A4,G4,A-3;C5;1.0
B-4,F4,B-3,F2;B-4;1.0
A4,F#4,B3,D#3;G#4;0.6666666666666666
A4,F#4,B3,D#3;G4;0.3333333333333333
E4,F4,D4,B-2;D4;1.0
E-4,E-4,C4,A2;F4;1.0
D5,F#4,G4,E3;E5;1.0
C#5,E4,F#3,B2;B4;1.0
B4,F#4,C#4,D3;A4;0.3333333333333333
B4,F#4,C#4,D3;G4;0.3333333333333333
B4,F#4,C#4,D3;C5;0.3333333333333333
G4,G4,A3,C3;F#4;1.0
F#4,D4,A3,D3;G4;0.2857142857142857
F#4,D4,A3,D3;D4;0.19047619047619047
F#4,D4,A3,D3;E4;0.14285714285714285
F#4,D4,A3,D3;B4;0.19047619047619047
F#4,D4,A3,D3;F#4;0.047619047619047616
F#4,D4,A3,D3;G#4;0.09523809523809523
F#4,D4,A3,D3;E#4;0.047619047619047616
C#5,B4,B3,A2;B4;1.0
E4,F#4,A3,D#3;E4;1.0
G4,F4,D4,B-3;G4;0.3333333333333333
G4,F4,D4,B-3;Void;0.3333333333333333
G4,F4,D4,B-3;F4;0.3333333333333333
C5,G4,F3,C3;B-4;1.0
B-4,D4,B-3,F3;Void;0.5
B-4,D4,B-3,F3;A-4;0.5
Void,C4,B3,Void;Void;1.0
B-4,G4,B-3,C3;A4;1.0
C5,E4,B-3,G3;D5;1.0
C#5,A4,E4,D#3;B4;1.0
E5,B-4,E-4,C3;F5;1.0
B4,B3,G3,G2;A4;1.0
F4,D4,F3,F3;G4;0.5
F4,D4,F3,F3;D4;0.5
Void,F4,E-4,B-2;Void;1.0
E5,B4,C4,B3;D#5;1.0
G#4,D#4,G#3,Rest;B4;1.0
D5,B4,B3,E3;E5;1.0
G4,C4,A3,E3;A4;1.0
B4,E4,F4,A3;A4;1.0
Void,A4,B-3,C3;Void;1.0
A4,E4,D4,C3;B-4;1.0
D5,A4,A3,B-3;Rest;1.0
D5,F4,B-3,C#3;E5;0.3333333333333333
D5,F4,B-3,C#3;C5;0.6666666666666666
A-4,F4,A3,D3;B-4;1.0
A-4,G4,A-3,C3;B-4;1.0
B4,E4,G3,D2;C5;1.0
G4,E4,B3,D3;A4;0.5
G4,E4,B3,D3;Void;0.16666666666666666
G4,E4,B3,D3;F#4;0.16666666666666666
G4,E4,B3,D3;G4;0.16666666666666666
C#5,A4,C#4,D3;C#5;0.25
C#5,A4,C#4,D3;D5;0.25
C#5,A4,C#4,D3;A4;0.25
C#5,A4,C#4,D3;B4;0.25
A#4,F#4,D4,C#3;B4;1.0
E5,C#5,C#4,B3;D5;1.0
D5,C4,B-3,E3;E-5;1.0
G4,F4,C#4,D2;G4;1.0
E-5,A-4,D4,A-2;B-4;1.0
G4,E4,G3,B2;F4;0.5
G4,E4,G3,B2;A4;0.5
Void,E4,F4,D#3;Void;1.0
A-4,B-4,E-4,B-3;D-5;1.0
E4,C4,B3,D3;D4;1.0
C5,E-4,B-3,C3;C5;1.0
C#5,D4,D4,G#2;F#4;1.0
C5,G4,G3,F3;D5;0.6666666666666666
C5,G4,G3,F3;B-4;0.3333333333333333
Void,A-4,D-4,A2;Void;1.0
B4,A4,G3,E3;C5;1.0
E-5,G4,A3,E-3;D5;1.0
D5,A4,E4,C#3;E5;1.0
Void,A4,Void,D-3;Void;1.0
D5,C#4,A3,B-2;C5;1.0
B4,A4,G#3,F3;A4;1.0
C5,F4,C4,A-3;D5;0.6666666666666666
C5,F4,C4,A-3;C5;0.3333333333333333
F5,B-4,F4,E-3;E-5;1.0
B4,B3,A3,D2;A4;1.0
D4,D4,F#3,C#3;E4;1.0
D5,F#4,G3,D3;E5;1.0
F5,F4,B-3,E-3;F5;1.0
Void,Void,F3,E-3;Void;1.0
C#5,G#4,G#4,A3;B4;1.0
D5,G4,G3,G3;D4;0.5
D5,G4,G3,G3;E5;0.5
D5,E-4,A3,D3;C5;1.0
Void,A3,C4,Void;Void;1.0
